ID,Título,Conteúdo,Data
6012,['CTM apresenta programação da Semana Farroupilha ao prefeito'],"['A patronagem da Coordenadoria Tradicionalista Municipal, liderada pelo patrão Cesarino Moreira, esteve no gabinete do prefeito Rossano Gonçalves na tarde desta terça-feira, 25 de junho, para apresentar a programação da Semana Farroupilha de 2019 ao Chefe do Executivo e à secretária municipal de Desenvolvimento, Turismo e Cultura, Juliana Medeiros.', <br/>, <br/>, 'O programa da Semana Farroupilha, segundo Cesarino, se estende de 7 a 20 de setembro, e neste ano terá como patrono o tradicionalista Benildo Biscaglia, e como homenageado Vitorino Rodrigues. A patronagem entregou a programação dos festejos farrapos, bem como da 34ª Cavalgada da Chama Crioula, que inicia em 30 de agosto. ', <br/>, <br/>, 'A patronagem tratou com o Chefe do Executivo a respeito das parcerias para este ano, especialmente no que diz respeito ao Parque Tradicionalista Rincão das Carretas, que vem sofrendo melhorias e aprimoramentos significativos desde 2017. “São Gabriel tem uma cultura muito identificada com os valores da tradição gaúcha, e sem dúvida nossa comunidade terá uma celebração à altura”, ressaltou o prefeito Rossano.', <br/>, <br/>, <br/>]","['São Gabriel, 25/06/2019']"
6013,['Pró-Down realiza prestação de contas ao Município'],"['A diretoria da Associação de Pais e Amigos do Down de São Gabriel (Grupo Pró-Down) foi recebida na tarde desta terça-feira, 25 de junho, no gabinete do prefeito Rossano Gonçalves, para apresentar o relatório da prestação de contas dos recursos recebidos através da Lei Municipal de Auxílios e Subvenções. \xa0', <br/>, <br/>, 'A presidente da entidade, Maria Helena Fernandes de Jesus, com a presença do presidente da Câmara Municipal, vereador Adão Santana, detalhou as ações empreendidas pela entidade com o recurso recebido. O relatório, que será entregue ao setor de Prestação de Contas da Secretaria da Fazenda, é parte do compromisso entre entidade e Poder Público pela transparência dos gastos sociais. ', <br/>, <br/>, '“Mesmo com as enormes dificuldades financeiras e estruturais, a parceria com a Pró-Down está mantida e assegurada, porque uma comunidade muito significativa de famílias depende dos serviços que a entidade presta. O investimento no ser humano sempre é nossa maior conquista”, assinalou.', <br/>]","['São Gabriel, 25/06/2019']"
6014,"['Após cobrir R$ 40 milhões de déficit, Prefeitura estuda extinção do IPRESG']","['O déficit previdenciário do funcionalismo público municipal, que vem sendo coberto desde 2005 por uma Contribuição Suplementar da Prefeitura de São Gabriel, além da contribuição patronal e de cada servidor, chegou a patamares insustentáveis para as finanças do Município. A avaliação, feita a partir de dados estatístico-financeiros das despesas públicas, é do prefeito Rossano Gonçalves, que determinou na manhã desta quarta-feira, 26 de junho, a criação de um Grupo de Trabalho para estuda a extinção do Instituto de Previdência dos Servidores Públicos Municipais de São Gabriel (IPRESG).', <br/>, <br/>, 'Uma lei municipal de 2005 instituiu a Contribuição Suplementar, para cobrir um desequilíbrio atuarial do Instituto, criado por fatores como rendimentos de aplicações de fundos abaixo do esperado, promoções e incorporações salariais às vésperas da aposentadoria sem a capitalização necessária, e a ausência das compensações de diversas aposentadorias junto ao INSS pelos anos de contribuição ao regime previdenciário federal.\xa0 A Contribuição tem um crescimento gradual a cada ano, e de 2005 até hoje já foram gastos R$ 40 milhões.\xa0 A se manter este regime, serão gastos mais R$ 10 milhões até 2020, e no período de 2021 a 2024, mais R$ 25 milhões estariam comprometidos com esta destinação. “Num cenário de forte retração econômica e crise fiscal, não é possível tanto recurso do contribuinte ser destinado para cobrir lacunas geradas por gestões anteriores do Instituto”, assinalou o Chefe do Executivo.', <br/>, <br/>, 'Atualmente, o Ipresg atende 1068 servidores de um universo de 1519 funcionários. A perspectiva de que o Congresso Nacional exclua os Estados e Municípios da reforma da Previdência, obriga as prefeituras a adotar suas providências, para o que Rossano determinou estudos imediatos. “O direito adquirido do servidor permanecerá inalterado”, destaca o prefeito. Com a extinção do Instituto, seu patrimônio e seus recursos são revertidos a um Fundo Municipal Previdenciário, destinado a garantir as aposentadorias. ', <br/>, <br/>, <br/>]","['São Gabriel, 26/06/2019']"
6015,['OMETRAN revitaliza sinalização das vias do centro'],"['Priorizando a melhoria constante do espaço urbano e das condições para mobilidade urbana, o Órgão Municipal Executivo de Trânsito, subordinado à Secretaria Municipal de Serviços Urbanos, realizou ações de revitalização da sinalização horizontal do trânsito nas vias urbanas do centro da cidade. ', <br/>, <br/>, 'Na manhã desta quinta-feira, as equipes revitalizaram a sinalização da Duque de Caxias, via de maior trânsito da cidade, e outros trechos de ruas locais. O secretário de Serviços Urbanos, Paulo Sérgio Barros da Silva, destaca que estas ações são determinadas pelo prefeito Rossano Gonçalves visando a segurança e a melhoria da qualidade de vida de todos os cidadãos.', <br/>, <br/>, <br/>]","['São Gabriel, 27/06/2019']"
6016,['Prefeito recebe deputados e reivindica melhoria asfáltica e nova ponte na RS 630'],"['Com foco na necessidade de melhorias urgentes na pavimentação asfáltica da RS 630 e da construção de uma ponte definitiva no Passo do Pinto, o prefeito recebeu nesta quinta-feira, em agendas separadas, os deputados estaduais Gerson Burmann (PDT) e Paparico Bacchi (PL), aos quais apresentou estas reivindicações. ', <br/>, <br/>, 'O Chefe do Executivo entregou aos deputados os diversos requerimentos encaminhados à Secretaria de Obras do Estado ao longo do atual mandato, requerendo providências para estas demandas. ""A situação da RS 630 é lamentável, e o caso da ponte do Passo do Pinto é uma demonstração do descaso dos governos gaúchos com esta região.\xa0 A busca de apoio político para estas causas é fundamental, e contar com os deputados Burmann e Paparico é muito importante para o Município"", assinalou.', <br/>]","['São Gabriel, 27/06/2019']"
6017,['Município promove Regularização Fundiária Urbana'],"['Um dos impasses históricos para o desenvolvimento urbano do Município de São Gabriel, está sendo enfrentado através de ações do atual governo municipal. Trata-se da Regularização Fundiária Urbana, programa que envolve diversas secretarias sob a coordenação da Secretaria Municipal do Planejamento e Gestão. Na manhã desta quinta-feira, o secretário Cilon Lisoski, juntamente com o coordenador de orçamento Julio Garcia, explanou algumas das principais ações recentes deste programa à equipe da Diretoria de Comunicação Social.', <br/>, <br/>, 'O programa de Regularização Fundiária promove um conjunto de ações burocráticas e legais visando a regularização de lotes urbanos e imóveis sem documentação, o que impede o acesso de seus moradores a benfeitorias urbanas e até mesmo a financiamentos bancários. ""A regularização fundiária é um dos compromissos da plataforma de gestão do prefeito Rossano Gonçalves, e é uma das ações mais eficazes que o Município pode promover para o combate à pobreza, pois o beneficiário sai da condição de morador irregular para a de proprietário de um bem, de um patrimônio verdadeiro, que é o seu próprio imóvel"", assinalou o secretário.', <br/>, 'Segundo Lisoski, o programa já consolidou a regularização de dois loteamentos - Nolan Scipioni e João Pedro Nunes, na zona oeste da cidade - e está trabalhando para finalizar a plena legalização de mais 1352 imóveis até o final do atual governo, com o apoio de empresa contratada mediante licitação, a Urbana, de Porto Alegre . ""É um desafio estrutural gigantesco. Somos um município antigo, com 62 mil habitantes, mas com planejamento e critério, estamos caminhando na direção certa"", assinalou.', <br/>, <br/>, 'MOBILIDADE URBANA - Outra ação coordenada pela Secretaria de Planejamento é a revisão do Plano Diretor e a construção do Plano de Mobilidade Urbana, num processo colaborativo que reúne contribuições de uma Comissão Externa, formada por diversos segmentos da sociedade, e que agora fará uma interação com palestras em escolas, campanhas sócio-educativas e outras ações com a parceria da empresa Go Arquitetura, Mobilidade e Planejamento, licitada para este programa. ""Tanto o Plano Diretor quanto o Plano de Mobilidade Urbana são documentos legais fundamentais para balizar o desenvolvimento social e urbano de São Gabriel para as próximas décadas. Trata-se de pensar a cidade que queremos a partir da cidade que temos, e isso o governo do prefeito Rossano está fazendo"", assinalou.', <br/>]","['São Gabriel, 27/06/2019']"
6018,['São Gabriel sedia etapa feminina da Liga Gaúcha de Vôlei'],"['No último domingo, 30 de junho, uma das mais importantes competições desportivas do Estado teve etapa realizada no Ginásio Desportivo Plácido de Castro (Chiapettão) em São Gabriel. Trata-se da Liga Gaúcha de Voleibol, evento recepcionado e organizado pela Equipe APV de Vôlei feminino, com apoio da Prefeitura de São Gabriel\xa0 através da Secretarias de Educação (que forneceu a premiação do evento), Secretaria de Desenvolvimento, Turismo e Cultura (que cedeu o Ginásio Desportivo Plácido de Castro) e Secretaria da Saúde (que apoiou com ambulância e equipe técnica à disposição), além do apoio de vários empresários da cidade. \xa0', <br/>, <br/>, 'O evento atraiu uma média de 200 visitantes de outros municípios do Estado para esta etapa feminina.', <br/>, <br/>, 'Sete equipes da região, e uma delas de Rivera, Uruguai, participaram do torneio. A emocionante final entre DMV de Rosário do Sul e APV de São Gabriel deu a vitória a equipe gabrielense no tie-break por 16 x 14, depois de estar perdendo por 11 x 2. ', <br/>, <br/>, 'Segundo Diuly Kipper, da APV Vôlei Feminino, as equipes visitantes elogiaram a qualidade da infraestrutura do ginásio e a organização do evento. ""Só temos agradecer ao prefeito Rossano por acreditar na viabilidade e na importância desta competição para o município"", declarou.', <br/>, <br/>, 'A Liga masculina terá também etapa em São Gabriel no dia 14 de julho.', <br/>, <br/>, 'PARTICIPANTES:', <br/>, '?VFA da cidade de ALEGRETE;', <br/>, '?VFC da cidade de Caçapava do Sul;', <br/>, '?DMV da cidade de Rosário do Sul;', <br/>, '?Garra da cidade de Rosário do Sul;', <br/>, '?Sarandi da cidade de Livramento;', <br/>, '?Vôlei Unipampa da cidade de Uruguaiana; e', <br/>, '?Sputnik da cidade de Uruguaiana', <br/>, <br/>, 'Primeiro lugar: APV São Gabriel', <br/>, 'Segundo lugar: DMV Rosário do Sul', <br/>, 'Terceiro lugar: Sarandi Universitário, de Livramento e Rivera', <br/>, 'Quarto lugar: Garra, Rosário do Sul', <br/>, <br/>, 'Destaques', <br/>, 'Melhor Levantador', <br/>, 'Francieli - Sarandi Universitário', <br/>, 'Melhor Atacante', <br/>, 'Sofia - Sarandi Universitário', <br/>, '\xa0Melhor Defesa', <br/>, 'Camila - Sputnik', <br/>, <br/>, <br/>]","['São Gabriel, 01/07/2019']"
6019,['Governo analisa resultados de dois anos e meio de gestão'],"['Em reunião ampliada do secretariado municipal na tarde de sexta-feira, 28 de junho, com a presença dos coordenadores e assssores mais próximos, o prefeito Rossano Gonçalves conduziu uma ampla análise de conjuntura das conquistas e desafios da gestão municipal em dois anos e meio de governo. Cada secretaria apresentou um relatório das principais ações, dos números mais significativos e obras realizadas. \xa0', <br/>, <br/>, 'No período, foram pagos mais de R$ 37 milhões em dívidas, mas também foram realizados investimentos importantes como R$ 480 mil em nova iluminação de LED, R$ 3,6 milhões em uniformes para todos os 6500 alunos da rede municipal de ensino, R$ 850 mil em mobiliário escolar, R$ 3 milhões/ano em exames, R$ 350 mil na ampliação do Centro de Fisioterapia, R$ 2,3 milhões em obras concluídas, R$ 2,5 milhões em andamento e mais R$ 2 milhões em tramitação, entre diversas outras ações.\xa0 ""Economizamos muito, pagamos muito, mas também fizemos muito, e muita coisa ainda vai aparecer. ', <br/>, <br/>, 'A cada dia temos um desafio a ser vencido, mas vamos em frente, e não há o que a gente não enfrente"", assinalou o Chefe do Executivo.', <br/>, <br/>, <br/>, <br/>]","['São Gabriel, 01/07/2019']"
6020,['Assistência Social recebe Agasalhos da Escola Mondrian'],"['A Prefeitura Municipal de São Gabriel através da Secretaria Municipal de Assistência Social recebeu nesta terça-feira (2) a doação de uma grande quantidade de agasalhos da Escola Mondrian Fundamental. Os agasalhos foram recebidos pela Secretária Municipal de Assistência Social, vice-prefeita Karen Lannes. ', <br/>, <br/>, 'A entrega movimentou o Bairro Menino Jesus, com um grande número de alunos, pais e professores.', <br/>, <br/>, 'Ao receber as doações, Lannes agradeceu o empenho, ressaltando a importância do trabalho realizado pela escola, que segundo ela, “mais uma vez vem comprovar o espírito solidário dos gabrielenses.', <br/>]","['São Gabriel, 03/07/2019']"
6021,['Começam tratativas para a 24ª Estância da Canção Gaúcha'],"['O prefeito Rossano Gonçalves autorizou a secretária de Cultura e Turismo do município, Juliana Medeiros, a dar prosseguimento às tratativas visando a viabilização da 24ª edição da Estância da Canção Gaúcha. O tema foi tratado em audiência nesta segunda-feira, 08 de julho, entre o prefeito e a secretária, também com a presença dos secretários Rafael Gonçalves (Gabinete), Artur Goularte (Fazenda) e o coordenador de divulgação do Gabinete, Cláudio Moreira. ', <br/>, <br/>, 'O projeto da Secretaria de Desenvolvimento, Turismo e Cultura prevê uma parceria com o Sindicato Rural de São Gabriel, para realizar a Estância da Canção Gaúcha no Parque de Exposições Assis Brasil, dentro da programação da 85.ª Exposição-Feira Agropecuária de São Gabriel. A iniciativa contará com a parceria da Associação Cultural São Gabriel das Carretas e outros grupos e ativistas culturais. ', <br/>, <br/>, 'A Estância da Canção Gaúcha é um festival criado pela Coordenadoria Tradicionalista Municipal, e que ganhou expansão no contexto do nativismo gaúcho a partir de 1997, quando passou a contar com apoio da administração municipal, no primeiro mandato do prefeito Rossano Gonçalves, cooperando para revelar talentos gabrielenses da música regional. ""A economia que fizemos a duras penas nestes últimos anos permite que se faça, com as parcerias devidas, um festival à altura das Estâncias que já fizemos no passado. ', <br/>, 'O retorno da Estância é uma demanda da comunidade cultural, do povo gabrielense, e vamos, com as parcerias devidas, realizar mais este compromisso"", assinalou o Chefe do Executivo.', <br/>, <br/>]","['São Gabriel, 08/07/2019']"
6022,['Centro de Convivência atividade plena doa agasalhos para a Assistência Social'],"['A Prefeitura Municipal através da Secretaria Municipal de Assistência Social recebeu doações para a Campanha do Agasalho 2019 do Centro de Convivência Atividade Plena do 6º BE Cmb. As doações foram recebidas pela titular da pasta, vice-prefeita Karen Lannes e pelo chefe de seu gabinete Edson Silva.', <br/>, <br/>, 'O Centro de Convivência Atividade Plena do 6º BE Cmb é comandado pelo Ten Cel Bráulio e coordenado pelo Cap Dorneles, funcionando no prédio do antigo Hospital Militar que está sendo totalmente restaurado. As doações foram coletadas no próprio Centro de Convivência, no Posto Médico da Guarnição e no 6º BE Cmb.', <br/>, '\xa0', <br/>, 'Karen Lannes agradeceu o apoio do Centro, ocasião em que visitou as obras que estão sendo realizadas no local e os serviços oferecidos, o que para ela é um avanço importante no município.', <br/>, <br/>, 'Lembrou a vice-prefeita que as temperaturas estão atingindo índices muito baixos, reforçando a necessidade de apoio da secretaria que não tem parado, “tanto na cidade quanto no interior temos procurado amenizar o frio dos gabrielenses levando as doações que ressaltam a solidariedade dos gabrielenses”, enfatizou.', <br/>, <br/>, 'Conforme o Ten Cel Bráulio o Centro de Convivência oferece várias atividades como: Academia completa com musculação, esteiras e bicicletas ergométricas, aulas de dança, informática, ginástica localizada e alongamentos, artesanato, massoterapia e liberação miofascial e terapia em grupo. Atende militares da ativa e esposas, militares da reserva e esposas e pensionistas. Os serviços são gratuitos.', <br/>]","['São Gabriel, 08/07/2019']"
6023,['Educação entrega novos mobiliários para as escolas municipais'],"['Em ato realizado na manhã desta terça-feira, 9 de julho, na Escola Municipal Menino Jesus – CAIC, o prefeito Rossano Gonçalves e o secretário municipal de Educação, Sildo Cabreira, realizaram a entrega solene de novos mobiliários escolares para as 36 escolas municipais. ', <br/>, <br/>, 'Os kits de mobiliário consistem em classes e mesas para professor, classes para estudantes, classes adaptadas para cadeirantes e conjunto de mesa e cadeira para alunos.\xa0 O ato totaliza a entrega de 3416 mobiliários novos para as escolas municipais, a um investimento global de R$ 827.020,00.\xa0 “O governo Rossano leva com seriedade seu zelo pela educação pública. ', <br/>, <br/>, 'Investimos na garantia do Piso Nacional do Magistério, em capacitação, no reaparelhamento e modernização dos espaços escolares e também nos uniformes escolares, investindo R$ 3,5 milhões para todos os 6500 alunos das escolas municipais. Agora mais este investimento, que reforça nosso compromisso com a educação de qualidade não somente no discurso, mas numa prática concreta e diária”, assinalou o prefeito.', <br/>, <br/>, <br/>]","['São Gabriel, 08/07/2019']"
